location,price,bedrooms,bathrooms,floors,lands,realestate_category,type,link,sangkat,khan,city/provice,lat,lon
"Boeung Tumpun, Meanchey, Phnom Penh",1000,2,2,,85,Apartment,rent,https://www.realestate.com.kh/rent/boeung-tumpun/2-bed-2-bath-apartment-224960/,Boeung Tumpun,Meanchey,Phnom Penh,13.104489,103.1978242
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",4500,2,2,,155,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-224916/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Kandaek, Prasat Bakong, Siem Reap",700,3,3,,,House,rent,https://www.realestate.com.kh/rent/kandaek/3-bed-3-bath-house-224841/,Kandaek,Prasat Bakong,Siem Reap,13.3421471,103.9978446
"Kandaek, Prasat Bakong, Siem Reap",800,3,3,,,House,rent,https://www.realestate.com.kh/rent/kandaek/3-bed-3-bath-house-224780/,Kandaek,Prasat Bakong,Siem Reap,13.3421471,103.9978446
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",550,1,1,45,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-224777/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",800,2,2,88,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/2-bed-2-bath-apartment-224775/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Sla Kram, Siem Reap, Siem Reap",350,4,5,,,House,rent,https://www.realestate.com.kh/rent/sla-kram/4-bed-5-bath-house-224769/,Sla Kram,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1600,2,2,125,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-224760/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1500,3,3,160,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/z-z-224754/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",650,1,1,75,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bed-1-bath-apartment-224737/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Snaor, Por Sen Chey, Phnom Penh",7000,5,6,,228,Villa,rent,https://www.realestate.com.kh/rent/snaor/5-bed-6-bath-villa-224721/,Snaor,Por Sen Chey,Phnom Penh,11.5432301,104.8346465
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",700,1,1,78,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-224716/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 2, Chamkarmon, Phnom Penh",800,2,2,118,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-2/2-bed-2-bath-apartment-224598/,Boeng Keng Kang 2,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Sala Kamraeuk, Siem Reap, Siem Reap",300,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/1-bed-1-bath-apartment-224589/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Phsar Depou I, Toul Kork, Phnom Penh",350,1,1,40,,Condo,rent,https://www.realestate.com.kh/rent/phsar-depou-i/1-bed-1-bath-condo-224481/,Phsar Depou I,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Tonle Bassac, Chamkarmon, Phnom Penh",4800,4,5,384,416,Villa,rent,https://www.realestate.com.kh/rent/tonle-bassac/a-a-224427/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Wat Phnom, Daun Penh, Phnom Penh",2000,4,5,144,,Apartment,rent,https://www.realestate.com.kh/rent/wat-phnom/4-bed-5-bath-apartment-224382/,Wat Phnom,Daun Penh,Phnom Penh,11.5772693,104.9194273
"F F, Chey Chumneah, Daun Penh, Phnom Penh",1400,3,3,,,Apartment,rent,https://www.realestate.com.kh/rent/chey-chumneah/f-f-224335/,Chey Chumneah,Daun Penh,Phnom Penh,,
"Tonle Bassac, Chamkarmon, Phnom Penh",750,1,1,57,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bed-1-bath-apartment-224296/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",3500,4,3,270,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/4-bed-3-bath-apartment-224245/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeung Kak 2, Toul Kork, Phnom Penh",400,1,1,48,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-kak-2/1-bed-1-bath-apartment-224208/,Boeung Kak 2,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Tuol Sangkae 2, Russey Keo, Phnom Penh",800,4,5,,,House,rent,https://www.realestate.com.kh/rent/tuol-sangkae-2/4-bed-5-bath-house-224169/,Tuol Sangkae 2,Russey Keo,Phnom Penh,48.8381569,2.7172109621479024
"Sla Kram, Siem Reap, Siem Reap",1000,6,7,,,Apartment,rent,https://www.realestate.com.kh/rent/sla-kram/boeung-donpa-village-223709/,Sla Kram,Siem Reap,Siem Reap,13.3617562,103.8590321
"Olympic, Chamkarmon, Phnom Penh",3600,2,2,303,,Serviced,rent,https://www.realestate.com.kh/rent/olympic/2-bed-2-bath-serviced-apartment-223613/,Olympic,Chamkarmon,Phnom Penh,11.5477265,104.9407431
The Emerald,2000,2,3,115,,Serviced,rent,https://www.realestate.com.kh/new-developments/the-emerald/2-bed-3-bath-serviced-apartment-223572/,,,,,
"Sala Kamraeuk, Siem Reap, Siem Reap",1250,2,2,,,Villa,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/2-bed-2-bath-villa-223464/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Sla Kram, Siem Reap, Siem Reap",2500,,,,,Apartment,rent,https://www.realestate.com.kh/rent/sla-kram/apartment-223463/,Sla Kram,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",450,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/taphul-village-223445/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",1200,5,6,,,Villa,rent,https://www.realestate.com.kh/rent/svay-dankum/5-bed-6-bath-villa-223371/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1200,,,,,Condo,rent,https://www.realestate.com.kh/rent/bkk-1/condo-223164/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Chakto Mukh, Daun Penh, Phnom Penh",500,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/chakto-mukh/2-bed-2-bath-apartment-223091/,Chakto Mukh,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Preaek Aeng, Chbar Ampov, Phnom Penh",5000,6,8,,,Villa,rent,https://www.realestate.com.kh/rent/preaek-aeng/6-bed-8-bath-villa-222860/,Preaek Aeng,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"Svay Dankum, Siem Reap, Siem Reap",1700,4,5,270,425,Villa,rent,https://www.realestate.com.kh/buy/svay-dankum/4-bed-5-bath-villa-164679/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Tonle Bassac, Chamkarmon, Phnom Penh",3500,3,4,380,308,Villa,rent,https://www.realestate.com.kh/rent/tonle-bassac/3-bed-4-bath-villa-222507/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Svay Dankum, Siem Reap, Siem Reap",1250,4,5,,,House,rent,https://www.realestate.com.kh/rent/svay-dankum/4-bed-5-bath-house-222412/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Nirouth, Chbar Ampov, Phnom Penh",4200,4,5,378,377,Villa,rent,https://www.realestate.com.kh/rent/nirouth/national-road-no1-222341/,Nirouth,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"Phsar Depou III, Toul Kork, Phnom Penh",350,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/phsar-depou-iii/1-bed-1-bath-apartment-222274/,Phsar Depou III,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Toul Svay Prey 2, Chamkarmon, Phnom Penh",2500,4,5,,375,Villa,rent,https://www.realestate.com.kh/rent/toul-svay-prey-2/4-bed-5-bath-villa-221844/,Toul Svay Prey 2,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Kakap, Por Sen Chey, Phnom Penh",1200,8,9,,,Shophouse,rent,https://www.realestate.com.kh/rent/kakap/8-bed-9-bath-shophouse-221668/,Kakap,Por Sen Chey,Phnom Penh,11.5432301,104.8346465
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1300,,,,,Condo,rent,https://www.realestate.com.kh/rent/bkk-1/condo-221502/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Chak Angrae Leu, Meanchey, Phnom Penh",350,,,,,Flat,rent,https://www.realestate.com.kh/buy/chak-angrae-leu/flat-house-220712/,Chak Angrae Leu,Meanchey,Phnom Penh,13.104489,103.1978242
"Tuek Thla, Sen Sok, Phnom Penh",1000,5,5,,,Shophouse,rent,https://www.realestate.com.kh/buy/tuek-thla/5-bed-5-bath-shophouse-220671/,Tuek Thla,Sen Sok,Phnom Penh,37.651036,30.5361664
"Tuek Thla, Sen Sok, Phnom Penh",2000,3,4,216,,Condo,rent,https://www.realestate.com.kh/buy/tuek-thla/3-bed-4-bath-condo-220666/,Tuek Thla,Sen Sok,Phnom Penh,37.651036,30.5361664
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1500,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-220569/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Svay Dankum, Siem Reap, Siem Reap",590,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/2-village-modol-220257/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Veal Vong, 7 Makara, Phnom Penh",600,,,,,Apartment,rent,https://www.realestate.com.kh/rent/veal-vong/apartment-220175/,Veal Vong,7 Makara,Phnom Penh,11.5495588,104.9272305
"Preaek Aeng, Chbar Ampov, Phnom Penh",12000,7,8,1100,2378,Villa,rent,https://www.realestate.com.kh/buy/preaek-aeng/road-no1-1-in-national-220133/,Preaek Aeng,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"Svay Dankum, Siem Reap, Siem Reap",800,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/svay-dangkum-219738/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeung Kak 2, Toul Kork, Phnom Penh",750,,,,,Condo,rent,https://www.realestate.com.kh/rent/boeung-kak-2/condo-219735/,Boeung Kak 2,Toul Kork,Phnom Penh,11.5738692,104.8996872
The View Serviced Residence,1500,2,2,62,,Serviced,rent,https://www.realestate.com.kh/new-developments/the-view-serviced-residence-219558/2-bed-2-bath-serviced-apartment-219572/,,,,,
The View Serviced Residence,750,1,1,47,,Serviced,rent,https://www.realestate.com.kh/new-developments/the-view-serviced-residence-219558/1-bed-1-bath-serviced-apartment-219570/,,,,,
"Sala Kamraeuk, Siem Reap, Siem Reap",400,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/sala-kamreuk-village-219430/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Sala Kamraeuk, Siem Reap, Siem Reap",500,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/kamreuk-village-sala-219427/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Sala Kamraeuk, Siem Reap, Siem Reap",700,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/sala-kamreuk-village-219426/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
Amata Residence,5000,4,4,250,,Serviced,rent,https://www.realestate.com.kh/new-developments/amata-residence/4-bed-4-bath-serviced-apartment-219403/,,,,,
Amata Residence,2700,2,2,120,,Serviced,rent,https://www.realestate.com.kh/new-developments/amata-residence/2-bed-2-bath-serviced-apartment-219401/,,,,,
Amata Residence,1700,2,2,80,,Serviced,rent,https://www.realestate.com.kh/new-developments/amata-residence/2-bed-2-bath-serviced-apartment-219400/,,,,,
Amata Residence,900,,1,60,,Serviced,rent,https://www.realestate.com.kh/new-developments/amata-residence/1-bath-serviced-apartment-219399/,,,,,
Residence 105 Hotel & Apartment,2200,3,3,130,,Serviced,rent,https://www.realestate.com.kh/new-developments/residence-105-hotel-apartment/3-bed-3-bath-serviced-apartment-219319/,,,,,
Residence 105 Hotel & Apartment,650,1,1,35,,Serviced,rent,https://www.realestate.com.kh/new-developments/residence-105-hotel-apartment/1-bed-1-bath-serviced-apartment-219312/,,,,,
"Mittapheap, 7 Makara, Phnom Penh",360,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/mittapheap/1-bed-1-bath-apartment-219179/,Mittapheap,7 Makara,Phnom Penh,11.5495588,104.9272305
"Sala Kamraeuk, Siem Reap, Siem Reap",360,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/sala-kamreuk-village-219155/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Sala Kamraeuk, Siem Reap, Siem Reap",850,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/2-bed-2-bath-apartment-218832/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
Soho Residence,600,1,1,35,,Serviced,rent,https://www.realestate.com.kh/new-developments/soho-residence/1-bed-1-bath-serviced-apartment-218773/,,,,,
Soho Residence,1700,2,2,110,,Serviced,rent,https://www.realestate.com.kh/new-developments/soho-residence/2-bed-2-bath-serviced-apartment-218768/,,,,,
Soho Residence,550,1,1,30,,Serviced,rent,https://www.realestate.com.kh/new-developments/soho-residence/1-bed-1-bath-serviced-apartment-218760/,,,,,
Soho Residence,450,1,1,25,,Serviced,rent,https://www.realestate.com.kh/new-developments/soho-residence/1-bed-1-bath-serviced-apartment-218757/,,,,,
"Sala Kamraeuk, Siem Reap, Siem Reap",400,,,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/apartment-218724/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",650,4,5,,,House,rent,https://www.realestate.com.kh/rent/svay-dankum/4-bed-5-bath-house-218687/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Sala Kamraeuk, Siem Reap, Siem Reap",700,4,5,,,House,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/4-bed-5-bath-house-218647/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",1700,4,5,,,House,rent,https://www.realestate.com.kh/buy/svay-dankum/4-bed-5-bath-house-218421/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Nirouth, Chbar Ampov, Phnom Penh",750,4,5,,,Shophouse,rent,https://www.realestate.com.kh/rent/nirouth/4-bed-5-bath-shophouse-218189/,Nirouth,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
TAO Riverside Residence,3000,3,2,125,,Serviced,rent,https://www.realestate.com.kh/new-developments/tao-riverside-residence/3-bed-2-bath-serviced-apartment-218068/,,,,,
"Chey Chumneah, Daun Penh, Phnom Penh",1300,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/chey-chumneah/1-bed-1-bath-apartment-217996/,Chey Chumneah,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Chbar Ampov I, Chbar Ampov, Phnom Penh",1100,,,,708,Land,rent,https://www.realestate.com.kh/rent/chbar-ampov-i/land-217962/,Chbar Ampov I,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"Phnom Penh Thmey, Sen Sok, Phnom Penh",1000,4,5,,,Link,rent,https://www.realestate.com.kh/buy/phnom-penh-thmey/4-bed-5-bath-link-house-217939/,Phnom Penh Thmey,Sen Sok,Phnom Penh,37.651036,30.5361664
"Chroy Changvar, Chroy Changvar, Phnom Penh",500,2,2,42,,Link,rent,https://www.realestate.com.kh/rent/chroy-changvar/2-bed-2-bath-link-house-217937/,Chroy Changvar,Chroy Changvar,Phnom Penh,11.5823106,104.9344762
SOPHEA SUITES,9500,4,4,400,,Serviced,rent,https://www.realestate.com.kh/new-developments/sophea-suites/4-bed-4-bath-serviced-apartment-217870/,,,,,
SOPHEA SUITES,10000,3,3,400,,Serviced,rent,https://www.realestate.com.kh/new-developments/sophea-suites/3-bed-3-bath-serviced-apartment-217868/,,,,,
SOPHEA SUITES,3500,3,3,160,,Serviced,rent,https://www.realestate.com.kh/new-developments/sophea-suites/3-bed-3-bath-serviced-apartment-217866/,,,,,
SOPHEA SUITES,3000,2,3,125,,Serviced,rent,https://www.realestate.com.kh/new-developments/sophea-suites/2-bed-3-bath-serviced-apartment-217865/,,,,,
SOPHEA SUITES,1800,2,3,100,,Serviced,rent,https://www.realestate.com.kh/new-developments/sophea-suites/2-bed-3-bath-serviced-apartment-217862/,,,,,
"Krabei Riel, Siem Reap, Siem Reap",450,2,3,,,Apartment,rent,https://www.realestate.com.kh/rent/krabei-riel/6-road-217837/,Krabei Riel,Siem Reap,Siem Reap,13.3617562,103.8590321
Tulip Apartment,3500,4,4,160,,Serviced,rent,https://www.realestate.com.kh/new-developments/tulip-apartment/4-bed-4-bath-serviced-apartment-217580/,,,,,
Tulip Apartment,3000,3,2,155,,Serviced,rent,https://www.realestate.com.kh/new-developments/tulip-apartment/3-bed-2-bath-serviced-apartment-217577/,,,,,
Tulip Apartment,1400,2,1,105,,Serviced,rent,https://www.realestate.com.kh/new-developments/tulip-apartment/2-bed-1-bath-serviced-apartment-217576/,,,,,
Mekong View Tower 2,450,1,1,79,,Serviced,rent,https://www.realestate.com.kh/new-developments/mekong-view-tower-2-25894/1-bed-1-bath-serviced-apartment-217544/,,,,,
"Svay Dankum, Siem Reap, Siem Reap",300,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/dangkum-village-svay-217069/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",320,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/krous-village-216842/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeng Reang, Daun Penh, Phnom Penh",4800,3,2,,,Shophouse,rent,https://www.realestate.com.kh/rent/boeng-reang/3-bed-2-bath-shophouse-216574/,Boeng Reang,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Chey Chumneah, Daun Penh, Phnom Penh",1300,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/chey-chumneah/1-bed-1-bath-apartment-216573/,Chey Chumneah,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Svay Dankum, Siem Reap, Siem Reap",300,2,3,,,House,rent,https://www.realestate.com.kh/rent/svay-dankum/2-bed-3-bath-house-216220/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Sala Kamraeuk, Siem Reap, Siem Reap",250,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/1-bed-1-bath-apartment-216162/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",250,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/1-bed-1-bath-apartment-216160/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",250,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/1-bed-1-bath-apartment-216157/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",600,5,6,,,House,rent,https://www.realestate.com.kh/rent/svay-dankum/5-bed-6-bath-house-216113/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Sala Kamraeuk, Siem Reap, Siem Reap",450,2,2,,,House,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/2-bed-2-bath-house-216100/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeung Kak 2, Toul Kork, Phnom Penh",450,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-kak-2/1-bed-1-bath-apartment-215941/,Boeung Kak 2,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Tonle Bassac, Chamkarmon, Phnom Penh",1300,2,3,,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/2-bed-3-bath-apartment-215935/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
SunCity Serviced Apartment,2500,2,2,110,,Serviced,rent,https://www.realestate.com.kh/new-developments/suncity-serviced-apartment/2-bed-2-bath-serviced-apartment-215859/,,,,,
Tulip Apartment,1250,1,1,75,,Serviced,rent,https://www.realestate.com.kh/new-developments/tulip-apartment/1-bed-1-bath-serviced-apartment-215844/,,,,,
Tulip Apartment,1050,1,1,75,,Serviced,rent,https://www.realestate.com.kh/new-developments/tulip-apartment/1-bed-1-bath-serviced-apartment-215843/,,,,,
Helen Fin Inn & Apartment,650,1,1,45,,Serviced,rent,https://www.realestate.com.kh/new-developments/helen-fin-inn-apartment/1-bed-1-bath-serviced-apartment-215838/,,,,,
"Siem Reap, Siem Reap, Siem Reap",3500,5,6,,,House,rent,https://www.realestate.com.kh/rent/siem-reap/5-bed-6-bath-house-215836/,Siem Reap,Siem Reap,Siem Reap,13.3617562,103.8590321
The Sokhom Residence,600,1,1,80,,Serviced,rent,https://www.realestate.com.kh/new-developments/the-sokhom-residence/1-bed-1-bath-serviced-apartment-215835/,,,,,
The Sokhom Residence,3500,3,3,250,,Serviced,rent,https://www.realestate.com.kh/new-developments/the-sokhom-residence/3-bed-3-bath-serviced-apartment-215821/,,,,,
The Sokhom Residence,1100,2,2,80,,Serviced,rent,https://www.realestate.com.kh/new-developments/the-sokhom-residence/2-bed-2-bath-serviced-apartment-215820/,,,,,
"Sala Kamraeuk, Siem Reap, Siem Reap",500,3,3,,,House,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/3-bed-3-bath-house-215816/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
Other,1200,2,2,98,,Serviced,rent,https://www.realestate.com.kh/rent/toul-svay-prey-1/2-bed-2-bath-serviced-apartment-215795/,,,,,
"Kouk Chak, Siem Reap, Siem Reap",300,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/kouk-chak/1-bed-1-bath-apartment-215774/,Kouk Chak,Siem Reap,Siem Reap,13.3617562,103.8590321
"Kouk Chak, Siem Reap, Siem Reap",450,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/kouk-chak/2-bed-2-bath-apartment-215773/,Kouk Chak,Siem Reap,Siem Reap,13.3617562,103.8590321
"Kouk Chak, Siem Reap, Siem Reap",1500,6,8,,,House,rent,https://www.realestate.com.kh/rent/kouk-chak/6-bed-8-bath-house-215771/,Kouk Chak,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",300,3,3,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/3-bed-3-bath-apartment-215766/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
Other,700,1,1,60,,Serviced,rent,https://www.realestate.com.kh/rent/toul-svay-prey-1/1-bed-1-bath-serviced-apartment-215749/,,,,,
Helen Fin Inn & Apartment,600,1,1,35,,Serviced,rent,https://www.realestate.com.kh/new-developments/helen-fin-inn-apartment/1-bed-1-bath-serviced-apartment-215740/,,,,,
"Sala Kamraeuk, Siem Reap, Siem Reap",650,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/svay-village-wat-215704/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Veal Vong, 7 Makara, Phnom Penh",850,2,2,75,105,Condo,rent,https://www.realestate.com.kh/buy/veal-vong/2-bed-2-bath-condo-215441/,Veal Vong,7 Makara,Phnom Penh,11.5495588,104.9272305
"Phnom Penh Thmey, Sen Sok, Phnom Penh",730,7,8,,,Apartment,rent,https://www.realestate.com.kh/rent/phnom-penh-thmey/7-bed-8-bath-apartment-215250/,Phnom Penh Thmey,Sen Sok,Phnom Penh,37.651036,30.5361664
"Sala Kamraeuk, Siem Reap, Siem Reap",600,,,,,Land,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/land-214951/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Sala Kamraeuk, Siem Reap, Siem Reap",380,1,1,,,House,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/1-bed-1-bath-house-214950/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Sala Kamraeuk, Siem Reap, Siem Reap",800,3,4,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/3-bed-4-bath-apartment-214941/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Sala Kamraeuk, Siem Reap, Siem Reap",400,1,2,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/1-bed-2-bath-apartment-214940/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
