,location,price,bedrooms,bathrooms,floors,lands,realestate_category,type,link
722,"Kilomaetr Lekh Prammuoy, Russey Keo, Phnom Penh","$265,000",,,72,,Twin,buy,https://www.realestate.com.kh/buy/kilomaetr-lekh-prammuoy/twin-villa-152381/
723,"Dangkao, Phnom Penh","$88,000",,,64,,House,buy,https://www.realestate.com.kh/buy/dangkao/house-152320/
724,"Krang Thnong, Sen Sok, Phnom Penh","$152,000",,,210,,Land,buy,https://www.realestate.com.kh/buy/krang-thnong/land-152319/
725,"Samraong Thum, Kien Svay, Kandal","$75,000",,,,,House,buy,https://www.realestate.com.kh/buy/samraong-thum/house-152318/
726,"Phleung Chheh Roteh, Por Sen Chey, Phnom Penh","$85,000",,,570,,Land,buy,https://www.realestate.com.kh/buy/phleung-chheh-roteh/land-152315/
727,"Prey Veaeng, Dangkao, Phnom Penh","$18,000",,,82,,Land,buy,https://www.realestate.com.kh/buy/prey-veaeng/land-152314/
728,"Ta Khmao, Ta Khmau, Kandal","$129,000",,,66,,House,buy,https://www.realestate.com.kh/buy/ta-khmao/house-152239/
729,"Nirouth, Chbar Ampov, Phnom Penh","$235,000",,,255,,House,buy,https://www.realestate.com.kh/buy/nirouth/house-152138/
730,"Phnom Penh Thmey, Sen Sok, Phnom Penh","$185,000",,,49,,Villa,buy,https://www.realestate.com.kh/buy/phnom-penh-thmey/villa-152137/
731,"Kracheh, Kratie","$18,000",,,2,,Land,buy,https://www.realestate.com.kh/buy/kracheh/land-152136/
732,"Chaom Chau, Por Sen Chey, Phnom Penh","$168,000",,,100,,Shophouse,buy,https://www.realestate.com.kh/buy/chaom-chau/shophouse-152135/
733,"Bakong, Prasat Bakong, Siem Reap",$98/m²,,,,,Land,buy,https://www.realestate.com.kh/buy/bakong/siem-reap-dabest-properties-cambodia-139764/
734," Phnom Penh Thmey, Sen Sok, Phnom Penh","$690,000",,,,600.0,Land,buy,https://www.realestate.com.kh/buy/phnom-penh-thmey/land-232874/
735," Chreav, Siem Reap, Siem Reap","$600,000",4,5.0,,,House,buy,https://www.realestate.com.kh/buy/chreav/4-bed-5-bath-house-232860/
736," Sla Kram, Siem Reap, Siem Reap","$330,000",3,4.0,,,Flat,buy,https://www.realestate.com.kh/buy/sla-kram/3-bed-4-bath-flat-house-232859/
737," Chroy Changvar, Chroy Changvar, Phnom Penh","$110,000",1,1.0,59,,Condo,buy,https://www.realestate.com.kh/buy/chroy-changvar/1-bed-1-bath-condo-232858/
738,"Chak Angrae Leu, Meanchey, Phnom Penh","$79,000",2,1.0,52,,Condo,buy,https://www.realestate.com.kh/buy/chak-angrae-leu/sen-boulevard-hun-232853/
739,"60M , Cheung Aek, Dangkao, Phnom Penh","$1,150,000",6,8.0,507,425.0,Villa,buy,https://www.realestate.com.kh/buy/cheung-aek/60m-232852/
740,"Takeo Streer 000 Boeng, Roka Knong, Doun Kaev, Takeo","$180,000",,,,,Land,buy,https://www.realestate.com.kh/buy/roka-knong/takeo-streer-000-boeng-232849/
741," Sangkat Bei, Sihanoukville, Sihanoukville","$250,000",7,6.0,,100.0,Flat,buy,https://www.realestate.com.kh/buy/sangkat-bei/7-bed-6-bath-flat-house-232846/
742,"10, Chak Angrae Kraom, Meanchey, Phnom Penh","$210,000",5,4.0,,,House,buy,https://www.realestate.com.kh/buy/chak-angrae-kraom/10-232831/
743," Tonle Bassac, Chamkarmon, Phnom Penh",POA,,,,,PenthousePOA,buy,https://www.realestate.com.kh/buy/tonle-bassac/penthouse-232778/
744," Kandaek, Prasat Bakong, Siem Reap",$180/m²,,,,,Land,buy,https://www.realestate.com.kh/buy/kandaek/land-232768/
745,"BKK 3, Chamkarmon, Phnom Penh","$850,000",5,4.0,,,Shophouse,buy,https://www.realestate.com.kh/buy/bkk-3/5-bed-4-bath-shophouse-232765/
746," Sangkat Buon, Sihanoukville, Sihanoukville","$2,500/m²",,,,577.0,House,buy,https://www.realestate.com.kh/buy/sangkat-buon/house-232745/
747,"BKK 1, Chamkarmon, Phnom Penh","$580,000",4,5.0,,,Shophouse,buy,https://www.realestate.com.kh/buy/bkk-1/4-bed-5-bath-shophouse-232738/
748," Chbar Ampov I, Chbar Ampov, Phnom Penh","$1,300,000",4,5.0,,800.0,House,buy,https://www.realestate.com.kh/buy/chbar-ampov-i/4-bed-5-bath-house-232734/
749," Cheung Aek, Dangkao, Phnom Penh","$1,150,000",6,7.0,,426.0,Villa,buy,https://www.realestate.com.kh/buy/cheung-aek/6-bed-7-bath-villa-232726/
750," Svay Dankum, Siem Reap, Siem Reap","$200,000",3,4.0,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/3-bed-4-bath-house-232723/
751,"Boeung Tumpun 2, Meanchey, Phnom Penh","$1,150,000",7,8.0,,425.0,Villa,buy,https://www.realestate.com.kh/buy/boeung-tumpun-2/7-bed-8-bath-villa-232717/
752," Svay Dankum, Siem Reap, Siem Reap","$70,000",4,4.0,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/4-bed-4-bath-house-232707/
753," Preaek Slaeng, Kandal Stueng, Kandal","$210,000",,,,1978.0,Land,buy,https://www.realestate.com.kh/buy/preaek-slaeng/land-232666/
754,"Khmuonh, Sen Sok, Phnom Penh","$270,000",5,5.0,90,90.0,Flat,buy,https://www.realestate.com.kh/buy/khmuonh/5-bed-5-bath-flat-house-232660/
755,"BKK 1, Chamkarmon, Phnom Penh","$992,000",3,3.0,180,124.0,Shophouse,buy,https://www.realestate.com.kh/buy/bkk-1/3-bed-3-bath-shophouse-232659/
756,"LyLy , Chbar Ampov I, Chbar Ampov, Phnom Penh","$2,000,000",8,6.0,800,700.0,Villa,buy,https://www.realestate.com.kh/buy/chbar-ampov-i/lyly-232656/
757,"Chak Angrae Leu, Meanchey, Phnom Penh","$105,000",1,1.0,44,,Condo,buy,https://www.realestate.com.kh/buy/chak-angrae-leu/sen-boulevard-hun-232649/
758,"A 185, Preaek Ta Sek, Chroy Changvar, Phnom Penh","$310,000",5,4.0,168,200.0,Shophouse,buy,https://www.realestate.com.kh/buy/preaek-ta-sek/a-185-232631/
759," Phnom Penh Thmey, Sen Sok, Phnom Penh","$500,000",,,,267.0,Land,buy,https://www.realestate.com.kh/buy/phnom-penh-thmey/land-232623/
760," Svay Dankum, Siem Reap, Siem Reap","$170,000",5,5.0,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/5-bed-5-bath-house-232621/
761,"Phnom Penh Thmey, Sen Sok, Phnom Penh","$190,000",4,5.0,192,98.0,Flat,buy,https://www.realestate.com.kh/buy/phnom-penh-thmey/4-bed-5-bath-flat-house-232615/
762,"Boeung Tumpun, Meanchey, Phnom Penh","$130,000",5,5.0,,,Flat,buy,https://www.realestate.com.kh/buy/boeung-tumpun/5-bed-5-bath-flat-232613/
763," Sangkat Bei, Sihanoukville, Sihanoukville","$59,000",1,1.0,45,,Apartment,buy,https://www.realestate.com.kh/buy/sangkat-bei/1-bed-1-bath-apartment-232610/
764,"Nirouth, Chbar Ampov, Phnom Penh","$240,000",4,5.0,,,House,buy,https://www.realestate.com.kh/buy/nirouth/4-bed-5-bath-house-232609/
765,"Road1 National, Preaek Thmei, Chbar Ampov, Phnom Penh","$89,900",3,4.0,,,Link,buy,https://www.realestate.com.kh/buy/preaek-thmei/road1-national-232607/
766," Chreav, Siem Reap, Siem Reap","$250,000",3,3.0,,,House,buy,https://www.realestate.com.kh/buy/chreav/3-bed-3-bath-house-232550/
767,"BBU Rd Street 52, Sangkat Sambuor, Siem Reap, Siem Reap","$277,700",3,3.0,240,477.0,House,buy,https://www.realestate.com.kh/buy/sangkat-sambuor/bbu-rd-street-52-232547/
768," Sla Kram, Siem Reap, Siem Reap","$1,200/m²",,,,,Land,buy,https://www.realestate.com.kh/buy/sla-kram/land-232525/
769,"BKK 1, Chamkarmon, Phnom Penh","$500,000",4,1.0,,,Shophouse,buy,https://www.realestate.com.kh/buy/bkk-1/4-bed-1-bath-shophouse-232519/
770," Akreiy Ksatr, Lvea Aem, Kandal",$15/m²$12/m²SAVE20.00%,,,,,Land,buy,https://www.realestate.com.kh/buy/akreiy-ksatr/land-232512/
771,"Kampong Kandal Rd H5VR+CJ5 Krong Kampot Prek, Kampong Kandal, Kampot, Kampot","$4,200,000",,,,,Land,buy,https://www.realestate.com.kh/buy/kampong-kandal/kampong-kandal-rd-h5vrcj5-krong-kampot-prek-232510/
772,"National Rd 45 4599999, Ream, Prey Nob, Sihanoukville","$330,000",,,,,Land,buy,https://www.realestate.com.kh/buy/ream/national-rd-45-4599999-232504/
773," Svay Chrum, Khsach Kandal, Kandal","$3,000,000",,,,6710.0,Land,buy,https://www.realestate.com.kh/buy/svay-chrum/land-232503/
774," Phnom Penh Thmey, Sen Sok, Phnom Penh",$850/m²,,,,3234.0,Land,buy,https://www.realestate.com.kh/buy/phnom-penh-thmey/land-232502/
775,"17254 ក្រោយផ្សារលើ, Siem Reap, Siem Reap, Siem Reap","$525,000",,,,,House,buy,https://www.realestate.com.kh/buy/siem-reap/17254-krooyphsaarloe-232479/
776," Phsar Thmei III, Daun Penh, Phnom Penh","$350,000",2,1.0,,56.0,Flat,buy,https://www.realestate.com.kh/buy/phsar-thmei-iii/2-bed-1-bath-flat-house-232462/
777," Boeung Kak 2, Toul Kork, Phnom Penh","$750,000",6,6.0,,300.0,Villa,buy,https://www.realestate.com.kh/buy/boeung-kak-2/6-bed-6-bath-villa-232459/
778," Chreav, Siem Reap, Siem Reap","$87,000",2,3.0,,,House,buy,https://www.realestate.com.kh/buy/chreav/2-bed-3-bath-house-232426/
779,"5D 5, Veal Vong, 7 Makara, Phnom Penh","$599,000",4,5.0,82,,Flat,buy,https://www.realestate.com.kh/buy/veal-vong/5d-5-232422/
780," Prey Sa, Dangkao, Phnom Penh","$268,000",4,5.0,,,Twin,buy,https://www.realestate.com.kh/buy/prey-sa/4-bed-5-bath-twin-villa-232421/
781," Chreav, Siem Reap, Siem Reap","$83,000",,,,,Land,buy,https://www.realestate.com.kh/buy/chreav/land-232411/
782," Preaek Ta Sek, Chroy Changvar, Phnom Penh",$630/m²,,,,3110.0,Land,buy,https://www.realestate.com.kh/buy/preaek-ta-sek/land-232409/
783,"BKK 1, Chamkarmon, Phnom Penh","$880,000",,,,220.0,Land,buy,https://www.realestate.com.kh/buy/bkk-1/land-232408/
784,"22 , Preaek Anhchanh, Mukh Kampul, Kandal","$79,800",5,4.0,,,Link,buy,https://www.realestate.com.kh/buy/preaek-anhchanh/22-232404/
785," Takaen, Chhuk, Kampot","$17,000",,,,358903.0,Land,buy,https://www.realestate.com.kh/buy/takaen/land-232383/
786," Akreiy Ksatr, Lvea Aem, Kandal","$550,000$485,000SAVE11.82%",,,,3210.0,Land,buy,https://www.realestate.com.kh/buy/akreiy-ksatr/land-232382/
787," Chreav, Siem Reap, Siem Reap","$240,405",,,,,Land,buy,https://www.realestate.com.kh/buy/chreav/land-232375/
788," Chreav, Siem Reap, Siem Reap",$170/m²,,,,,Land,buy,https://www.realestate.com.kh/buy/chreav/land-232374/
789," Siem Reap, Siem Reap, Siem Reap","$380,000",,,,,Land,buy,https://www.realestate.com.kh/buy/siem-reap/land-232373/
790," Boeng Reang, Daun Penh, Phnom Penh","$6,000,000",12,12.0,900,600.0,Villa,buy,https://www.realestate.com.kh/buy/boeng-reang/12-bed-12-bath-villa-232361/
791," Svay Dankum, Siem Reap, Siem Reap","$157,000",3,3.0,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/3-bed-3-bath-house-232336/
792," Sangkat Sambuor, Siem Reap, Siem Reap","$280,000",2,3.0,,,House,buy,https://www.realestate.com.kh/buy/sangkat-sambuor/2-bed-3-bath-house-232335/
793," Svay Dankum, Siem Reap, Siem Reap","$480,000",2,2.0,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/2-bed-2-bath-house-232333/
794," Sangkat Bei, Sihanoukville, Sihanoukville","$330,000",4,3.0,,,Shophouse,buy,https://www.realestate.com.kh/buy/sangkat-bei/4-bed-3-bath-shophouse-232326/
795,"Dangkao, Dangkao, Phnom Penh","$89,000",2,3.0,64,56.0,Flat,buy,https://www.realestate.com.kh/buy/dangkao/road-number2-national-road-number2-national-232311/
796," Traeng Trayueng, Phnum Sruoch, Kampong Speu",$3/m²,,,,,Land,buy,https://www.realestate.com.kh/buy/traeng-trayueng/land-232310/
797," BKK 1, Chamkarmon, Phnom Penh","$6,500/m²",7,9.0,,,Villa,buy,https://www.realestate.com.kh/buy/bkk-1/7-bed-9-bath-villa-232307/
798," BKK 1, Chamkarmon, Phnom Penh","$6,800",,,,440.0,Land,buy,https://www.realestate.com.kh/buy/bkk-1/land-232306/
799,"22 អង្គតាសោមមកខេត្តតាកែវ, Leay Bour, Tram Kak, Takeo","$3,700",,,,,Land,buy,https://www.realestate.com.kh/buy/leay-bour/22-qnggtaasoommkkhetttaakaev-232292/
800," Kakab 1, Por Sen Chey, Phnom Penh","$800,000",1,1.0,,300.0,House,buy,https://www.realestate.com.kh/buy/kakab-1/1-bed-1-bath-house-232289/
801," Tonle Bassac, Chamkarmon, Phnom Penh","$1,000,000",5,6.0,,200.0,Villa,buy,https://www.realestate.com.kh/buy/tonle-bassac/5-bed-6-bath-villa-232288/
802," Nirouth, Chbar Ampov, Phnom Penh","$330,000",4,5.0,,179.0,Villa,buy,https://www.realestate.com.kh/buy/nirouth/4-bed-5-bath-villa-232285/
803," Veal Vong, 7 Makara, Phnom Penh","$123,690",1,1.0,53,,Apartment,buy,https://www.realestate.com.kh/buy/veal-vong/1-bed-1-bath-apartment-232278/
804,"Doun Sa, Svay Chrum, Svay Rieng","$6,900/m²",,,,,Land,buy,https://www.realestate.com.kh/buy/doun-sa/land-232276/
805,"Ta Pich Village, Chhveang, Ponhea Lueu, Kandal","$352,000",,,,7832.0,Land,buy,https://www.realestate.com.kh/buy/chhveang/ta-pich-village-232259/
806," Kandaek, Prasat Bakong, Siem Reap","$31,000",,,,264.0,Land,buy,https://www.realestate.com.kh/buy/kandaek/land-232258/
807," Chak Angrae Leu, Meanchey, Phnom Penh","$1,200,000",7,,,,Villa,buy,https://www.realestate.com.kh/buy/chak-angrae-leu/7-bed-villa-232251/
808," Chreav, Siem Reap, Siem Reap","$85,000",2,3.0,,,House,buy,https://www.realestate.com.kh/buy/chreav/2-bed-3-bath-house-232249/
809," Kandaek, Prasat Bakong, Siem Reap",$170/m²,,,,,Land,buy,https://www.realestate.com.kh/buy/kandaek/land-232243/
810," Siem Reap, Siem Reap, Siem Reap",$110/m²,,,,,Land,buy,https://www.realestate.com.kh/buy/siem-reap/land-232237/
811," Chroy Changvar, Chroy Changvar, Phnom Penh","$135,000",1,1.0,66,,Apartment,buy,https://www.realestate.com.kh/buy/chroy-changvar/1-bed-1-bath-apartment-232200/
812," Chbar Ampov I, Chbar Ampov, Phnom Penh","$150,000",4,5.0,216,324.0,Flat,buy,https://www.realestate.com.kh/buy/chbar-ampov-i/4-bed-5-bath-flat-house-232191/
813,"306 306 , BKK 1, Chamkarmon, Phnom Penh","$123,000",1,1.0,45,60.0,Condo,buy,https://www.realestate.com.kh/buy/bkk-1/306-306-232188/
814,"Qmin 30m, Samraong Kraom, Por Sen Chey, Phnom Penh","$90,000",4,5.0,,,Shophouse,buy,https://www.realestate.com.kh/buy/samraong-kraom/qmin-30m-232148/
815," Boeung Kak 1, Toul Kork, Phnom Penh","$99,500",2,2.0,52,,Condo,buy,https://www.realestate.com.kh/buy/boeung-kak-1/2-bed-2-bath-condo-231634/
816," Svay Dankum, Siem Reap, Siem Reap","$85,000",4,3.0,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/4-bed-3-bath-house-231632/
817," Siem Reap, Siem Reap, Siem Reap",$60/m²,,,,,Land,buy,https://www.realestate.com.kh/buy/siem-reap/land-231611/
818,"30m Qmin, Samraong Kraom, Por Sen Chey, Phnom Penh","$90,000",4,5.0,,,Shophouse,buy,https://www.realestate.com.kh/buy/samraong-kraom/30m-qmin-231606/
819," BKK 1, Chamkarmon, Phnom Penh","$6,500/m²",3,4.0,,,Villa,buy,https://www.realestate.com.kh/buy/bkk-1/3-bed-4-bath-villa-231604/
820," Samraong Leu, Angk Snuol, Kandal",$55/m²,,,,55346.0,Land,buy,https://www.realestate.com.kh/buy/samraong-leu/land-231603/
821," Krang Thnong, Sen Sok, Phnom Penh","$180,000$180,000SAVE0.00%",4,5.0,120,120.0,Twin,buy,https://www.realestate.com.kh/buy/krang-thnong/4-bed-5-bath-twin-villa-231578/
822," Preaek Lieb, Chroy Changvar, Phnom Penh","$440,000",5,6.0,340,276.0,Villa,buy,https://www.realestate.com.kh/buy/preaek-lieb/5-bed-6-bath-villa-231577/
823,"Tuek Thla, Sen Sok, Phnom Penh","$156,532",,,,,Condo,buy,https://www.realestate.com.kh/buy/tuek-thla/2004-231566/
824," Tonle Bassac, Chamkarmon, Phnom Penh","$180,000",1,1.0,62,,Apartment,buy,https://www.realestate.com.kh/buy/tonle-bassac/1-bed-1-bath-apartment-231563/
825," 480 , Toul Tum Poung 1, Chamkarmon, Phnom Penh","$1,800,000",6,6.0,,384.0,Villa,buy,https://www.realestate.com.kh/buy/toul-tum-poung-1/480-231559/
826," Ou Ruessei 1, 7 Makara, Phnom Penh","$35,000",1,1.0,55,,House,buy,https://www.realestate.com.kh/buy/ou-ruessei-1/1-bed-1-bath-house-231550/
827," Ou Ruessei 1, 7 Makara, Phnom Penh","$33,000",1,1.0,64,,House,buy,https://www.realestate.com.kh/buy/ou-ruessei-1/1-bed-1-bath-house-231543/
828," Sangkat Bei, Sihanoukville, Sihanoukville","$155,000",1,1.0,,240.0,House,buy,https://www.realestate.com.kh/buy/sangkat-bei/1-bed-1-bath-house-231536/
829," Trapeang Phlong, Ponhea Kraek, Tboung Khmum","$100,000/m²",,,,,Land,buy,https://www.realestate.com.kh/buy/trapeang-phlong/land-231535/
830,"Nirouth, Chbar Ampov, Phnom Penh","$480,000",5,6.0,,,Twin,buy,https://www.realestate.com.kh/buy/nirouth/5-bed-6-bath-twin-villa-231534/
831," Boeung Kak 2, Toul Kork, Phnom Penh","$78,500",3,2.0,150,,House,buy,https://www.realestate.com.kh/buy/boeung-kak-2/3-bed-2-bath-house-231526/
832," Akreiy Ksatr, Lvea Aem, Kandal",$250/m²,,,,,Land,buy,https://www.realestate.com.kh/buy/akreiy-ksatr/land-231506/
833," BKK 1, Chamkarmon, Phnom Penh","$170,000",,,,,Apartment,buy,https://www.realestate.com.kh/buy/bkk-1/apartment-231498/
834,"Srah Chak, Daun Penh, Phnom Penh","$6,200,000",9,7.0,,,Villa,buy,https://www.realestate.com.kh/buy/srah-chak/9-bed-7-bath-villa-231486/
835," Siem Reap, Siem Reap, Siem Reap",$80/m²,,,,,Land,buy,https://www.realestate.com.kh/buy/siem-reap/land-231482/
836," Vihear Suork, Khsach Kandal, Kandal",$43/m²,,,,25916.0,Land,buy,https://www.realestate.com.kh/buy/vihear-suork/land-231478/
837," Traeng Trayueng, Phnum Sruoch, Kampong Speu",$27/m²,,,,,Land,buy,https://www.realestate.com.kh/buy/traeng-trayueng/land-231476/
838," Traeng Trayueng, Phnum Sruoch, Kampong Speu",$18/m²,,,,,Land,buy,https://www.realestate.com.kh/buy/traeng-trayueng/land-231475/
839," Ou Saray, Tram Kak, Takeo",$18/m²,,,,,Land,buy,https://www.realestate.com.kh/buy/ou-saray/land-231472/
840," Phsar Thmei III, Daun Penh, Phnom Penh","$98,000",6,3.0,168,,Flat,buy,https://www.realestate.com.kh/buy/phsar-thmei-iii/6-bed-3-bath-flat-house-231468/
841,"Phsar Chas, Daun Penh, Phnom Penh","$130,000",4,2.0,112,,Apartment,buy,https://www.realestate.com.kh/buy/phsar-chas/4-bed-2-bath-apartment-231466/
842,"92 92, Krang Thnong, Sen Sok, Phnom Penh","$99,540",3,2.0,84,90.0,Flat,buy,https://www.realestate.com.kh/buy/krang-thnong/92-92-231461/
843," Trapeang Krasang, Por Sen Chey, Phnom Penh","$55,000",2,2.0,,160.0,House,buy,https://www.realestate.com.kh/buy/trapeang-krasang/2-bed-2-bath-house-231460/
844," Mittapheap, 7 Makara, Phnom Penh","$82,000",2,1.0,123,,House,buy,https://www.realestate.com.kh/buy/mittapheap/2-bed-1-bath-house-231457/
845," 217, Ou Ruessei 2, 7 Makara, Phnom Penh","$40,000",2,2.0,75,,House,buy,https://www.realestate.com.kh/buy/ou-ruessei-2/217-231455/
846," Chroy Changvar, Chroy Changvar, Phnom Penh","$160,000",1,1.0,91,,Condo,buy,https://www.realestate.com.kh/buy/chroy-changvar/1-bed-1-bath-condo-231453/
847," Chaom Chau 1, Por Sen Chey, Phnom Penh","$86,000",2,3.0,,,Link,buy,https://www.realestate.com.kh/buy/chaom-chau-1/2-bed-3-bath-link-house-231451/
848,"BKK 1, Chamkarmon, Phnom Penh","$365,000",3,3.0,228,,Condo,buy,https://www.realestate.com.kh/buy/bkk-1/3-bed-3-bath-condo-231447/
849," Kakap, Por Sen Chey, Phnom Penh",$200/m²,,,,,Land,buy,https://www.realestate.com.kh/buy/kakap/land-231442/
850," Sala Kamraeuk, Siem Reap, Siem Reap","$1,601,600",,,,,Land,buy,https://www.realestate.com.kh/buy/sala-kamraeuk/land-231433/
851," 166, Ou Ruessei 2, 7 Makara, Phnom Penh","$40,000",2,1.0,,,House,buy,https://www.realestate.com.kh/buy/ou-ruessei-2/166-231426/
852," Ou Ruessei 4, 7 Makara, Phnom Penh","$32,000",2,1.0,,,House,buy,https://www.realestate.com.kh/buy/ou-ruessei-4/2-bed-1-bath-house-231425/
853," Veal Sbov, Chbar Ampov, Phnom Penh","$2,400,000",,,,5418.0,Land,buy,https://www.realestate.com.kh/buy/veal-sbov/land-231418/
854," Veal Sbov, Chbar Ampov, Phnom Penh","$478,350",,,,1063.0,Land,buy,https://www.realestate.com.kh/buy/veal-sbov/land-231417/
855," Veal Sbov, Chbar Ampov, Phnom Penh",$330/m²,,,,5200.0,Land,buy,https://www.realestate.com.kh/buy/veal-sbov/land-231416/
856," Chroy Changvar, Chroy Changvar, Phnom Penh","$2,800,000",,,,5265.0,Land,buy,https://www.realestate.com.kh/buy/chroy-changvar/land-231415/
857," boeung Tuk, Tuek Chhou, Kampot","$2,500,000",,,,6661.0,Land,buy,https://www.realestate.com.kh/buy/boeung-tuk/land-231414/
858," Svay Dankum, Siem Reap, Siem Reap","$150,000",3,4.0,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/3-bed-4-bath-house-231405/
859,"2 JG68+X4F, 2 Thnou St, Preah Sihanouk, Cambodia, Sangkat Buon, Sihanoukville, Sihanoukville","$165,000",2,2.0,76,,Apartment,buy,https://www.realestate.com.kh/buy/sangkat-buon/2-jg68x4f-2-thnou-st-preah-sihanouk-cambodia-231404/
860,"Waterway 1, Chroy Changvar, Chroy Changvar, Phnom Penh","$55,000",1,1.0,30,,Apartment,buy,https://www.realestate.com.kh/buy/chroy-changvar/waterway-1-231403/
861,"0 NA, Svay Dankum, Siem Reap, Siem Reap","$280,000",5,4.0,,400.0,House,buy,https://www.realestate.com.kh/buy/svay-dankum/0-na-231397/
862,"Tonle Bassac, Chamkarmon, Phnom Penh","$3,000/m²",3,4.0,192,348.0,Villa,buy,https://www.realestate.com.kh/buy/tonle-bassac/3-bed-4-bath-villa-231390/
863," Monourom, 7 Makara, Phnom Penh","$37,500",1,1.0,,,Apartment,buy,https://www.realestate.com.kh/buy/monourom/1-bed-1-bath-apartment-231388/
864,"1019 Northbridge Street, Tuek Thla, Sen Sok, Phnom Penh","$680,000",6,6.0,,280.0,Villa,buy,https://www.realestate.com.kh/buy/tuek-thla/1019-northbridge-street-231386/
865,"1019 Northbridge Street, Tuek Thla, Sen Sok, Phnom Penh","$480,000",8,8.0,,280.0,Villa,buy,https://www.realestate.com.kh/buy/tuek-thla/1019-northbridge-street-231385/
866," Chroy Changvar, Chroy Changvar, Phnom Penh","$1,419,760",4,4.0,354,,Condo,buy,https://www.realestate.com.kh/buy/chroy-changvar/4-bed-4-bath-condo-231377/
