,location,price,bedrooms,bathrooms,floors,lands,realestate_category,type
979,"Chay Stueng Chay Stueng, Kampong Seila, Kampong Seila, Sihanoukville","$292,050",4,5.0,,1239.0,Villa,buy
980," Chey Chumneah, Daun Penh, Phnom Penh","$700,000",5,3.0,400,100.0,Flat,buy
981,"Tumnob Tuek, Chamkarmon, Phnom Penh","$1,400,000",,,,280.0,Land,buy
982," BKK 3, Chamkarmon, Phnom Penh",$450,,,,,Condo,buy
983," Kouk Roka, Prek Pnov, Phnom Penh","$50,000",2,3.0,,49.0,Flat,buy
984,"Toul Tum Poung 1, Chamkarmon, Phnom Penh","$1,500,000",,,,442.0,Land,buy
985," Tumnob Tuek, Chamkarmon, Phnom Penh","$230,000",3,4.0,,72.0,Shophouse,buy
986," Pong Tuek, Dangkao, Phnom Penh","$90,000",4,5.0,,79.0,Flat,buy
987,"Stueng Mean chey 1, Meanchey, Phnom Penh","$1,200,000",,,,1804.0,Land,buy
988," Chrang Chamres 2, Russey Keo, Phnom Penh","$280,000",5,6.0,,92.0,Shophouse,buy
989," Krang Thnong, Sen Sok, Phnom Penh","$110,000",2,3.0,,90.0,Link,buy
990," Boeung Kak 1, Toul Kork, Phnom Penh","$260,000",2,3.0,,87.0,Flat,buy
991," Veal Vong, 7 Makara, Phnom Penh","$280,000",1,1.0,,88.0,Shophouse,buy
992," Tuol Sangke, Russey Keo, Phnom Penh","$250,000",4,5.0,,148.0,Flat,buy
993,"Tuek L'ak 1, Toul Kork, Phnom Penh","$260,000",,,,271.0,Land,buy
994," Chaom Chau 3, Por Sen Chey, Phnom Penh","$98,000",3,3.0,,98.0,Link,buy
995," Kakab 1, Por Sen Chey, Phnom Penh","$120,000",5,6.0,,102.0,Flat,buy
996," Ta Khmao, Ta Khmau, Kandal","$47,000",2,3.0,,77.0,Flat,buy
997," Khmuonh, Sen Sok, Phnom Penh","$255,000",4,5.0,,160.0,Twin,buy
998," Svay Dankum, Siem Reap, Siem Reap","$1,054,000",1,1.0,,1054.0,House,buy
999,"Phsar Thmei III, Daun Penh, Phnom Penh","$700,000",4,5.0,,,Shophouse,buy
1000,"Phsar Kandal II, Daun Penh, Phnom Penh","$4,500permonth",5,5.0,519,,Penthouse,rent
1001,Time Square II,$600permonth,2,1.0,43,,Apartment,rent
1002,"Phnom Penh Thmey, Sen Sok, Phnom Penh","$4,000permonth",,,,732.0,Shophouse,rent
1003," Svay Dankum, Siem Reap, Siem Reap","$86,478","['1', '3']",,"['32', '136']",,Condo,rent
1004,Kingston Residence,$800permonth,2,2.0,70,,Serviced,rent
1005,The Emerald,"$1,200permonth",1,2.0,75,,Serviced,rent
1006,The View Serviced Residence,$500permonth,1,1.0,27,,Serviced,rent
1007," Tuek Thla, Sen Sok, Phnom Penh","$77,164","['1', '3']",,"['30', '127']",,,rent
1008,Residence 105 Hotel & Apartment,$850permonth,2,2.0,50,,Serviced,rent
1009,Phnom Penh 51 Hotel & Apartment,"$1,000permonth",1,1.0,52,,Serviced,rent
1010,Soho Residence,"$1,700permonth",3,2.0,80,,Serviced,rent
1011,Oakwood Premier Phnom Penh,"$1,085permonth",1,1.0,44,,Serviced,rent
1012,Mekong View Tower 2,$650permonth,2,2.0,105,,Serviced,rent
1013,Sak Nika Apartment,$800permonth,1,1.0,55,,Serviced,rent
1014,493 Apartment,"$1,100permonth",2,2.0,130,,Serviced,rent
1015,SunCity Serviced Apartment,"$2,500permonth",2,2.0,110,,Serviced,rent
1016," BKK 1, Chamkarmon, Phnom Penh","$181,000","['2', '3']",,"['65', '153']",,,rent
1017,Granferte Phnom Penh,"$1,600permonth",2,2.0,92,,Serviced,rent
1018,"Boeung Prolit, 7 Makara, Phnom Penh",$750permonth,2,2.0,130,,Apartment,rent
1019,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$900permonth,2,2.0,85,,Apartment,rent
1020," Boeung Kak 1, Toul Kork, Phnom Penh",$400permonth,1,1.0,45,,Apartment,rent
1021," Boeung Kak 1, Toul Kork, Phnom Penh",$750permonth,1,1.0,75,,Apartment,rent
1022," Boeung Kak 1, Toul Kork, Phnom Penh",$950permonth,2,2.0,98,,Apartment,rent
1023,"BKK 1, Chamkarmon, Phnom Penh","$1,400permonth",1,1.0,55,,Apartment,rent
1024,"Phsar Daeum Thkov, Chamkarmon, Phnom Penh",$600permonth,1,2.0,80,,Apartment,rent
1025,"Wat Phnom, Daun Penh, Phnom Penh",$550permonth,2,1.0,,,Apartment,rent
1026," Sangkat Bei, Sihanoukville, Sihanoukville",$400permonth,1,1.0,32,,Apartment,rent
1027," Sangkat Bei, Sihanoukville, Sihanoukville",$900permonth,1,1.0,63,,Apartment,rent
1028,"Chakto Mukh, Daun Penh, Phnom Penh","$4,500permonth",1,2.0,128,,Shophouse,rent
1029,"Chey Chumneah, Daun Penh, Phnom Penh",$900permonth,3,2.0,130,,Apartment,rent
1030,"Ou Baek K'am, Sen Sok, Phnom Penh",$900permonth,2,1.0,,95.0,Apartment,rent
1031,"Sangkat Bei, Sihanoukville, Sihanoukville",$400permonth,,,,,Apartment,rent
1032,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$550permonth,2,2.0,80,,Apartment,rent
1033,Picasso City Garden,"$1,750permonth",2,1.0,70,,Apartment,rent
1034,Picasso City Garden,"$3,250permonth",3,2.0,120,,Apartment,rent
1035,"Wat Phnom, Daun Penh, Phnom Penh",$350permonth,1,1.0,52,,Apartment,rent
1036,Picasso City Garden,"$7,000permonth",5,4.0,310,,Penthouse,rent
1037,"BKK 1, Chamkarmon, Phnom Penh","$1,050permonth",1,1.0,85,,Apartment,rent
1038," Boeung Prolit, 7 Makara, Phnom Penh","$1,000permonth",2,2.0,100,,Apartment,rent
1039,"Tuek L'ak 1, Toul Kork, Phnom Penh",$600permonth,2,2.0,59,,Apartment,rent
1040,"Tonle Bassac, Chamkarmon, Phnom Penh",$800permonth,2,2.0,120,,Apartment,rent
1041,Olympia City,$400permonth,1,1.0,48,,Condo,rent
1042," Sla Kram, Siem Reap, Siem Reap","$2,000permonth",4,4.0,,,House,rent
1043," Tonle Bassac, Chamkarmon, Phnom Penh","$1,500permonth",3,4.0,192,348.0,Villa,rent
1044," BKK 3, Chamkarmon, Phnom Penh","$2,000permonth",4,4.0,,,Villa,rent
1045,"Boeung Trabek, Chamkarmon, Phnom Penh","$1,500permonth",3,4.0,,375.0,Villa,rent
1046," Boeung Prolit, 7 Makara, Phnom Penh",$530permonth,1,1.0,45,,Condo,rent
1047," Tonle Bassac, Chamkarmon, Phnom Penh","$3,500permonth",4,4.0,,,Villa,rent
1048,"Tonle Bassac, Chamkarmon, Phnom Penh","$7,000permonth",6,6.0,,,Villa,rent
1049,"BKK 3, Chamkarmon, Phnom Penh","$4,000permonth",5,5.0,,450.0,Villa,rent
1050," BKK 2, Chamkarmon, Phnom Penh","$8,000permonth",16,16.0,1092,372.0,Apartment,rent
1051," Svay Dankum, Siem Reap, Siem Reap","$1,500permonth",4,4.0,,,Apartment,rent
1052," BKK 1, Chamkarmon, Phnom Penh",$550permonth,2,2.0,85,85.0,Apartment,rent
1053," BKK 1, Chamkarmon, Phnom Penh",$800permonth,,,80,,Condo,rent
1054," Tonle Bassac, Chamkarmon, Phnom Penh","$1,700permonth",3,2.0,88,,Condo,rent
1055,"BKK 3, Chamkarmon, Phnom Penh","$1,700permonth",4,4.0,,275.0,Villa,rent
1056,"Tonle Bassac, Chamkarmon, Phnom Penh","$2,800permonth",4,5.0,,303.0,Villa,rent
1057,"Ou Baek K'am, Sen Sok, Phnom Penh","$2,300permonth",3,3.0,164,,Condo,rent
1058,"Phsar Daeum Thkov, Chamkarmon, Phnom Penh",$850permonth,2,3.0,108,,Apartment,rent
1059,"Veal Vong, 7 Makara, Phnom Penh",$350permonth,1,1.0,40,,Apartment,rent
1060,"Tonle Bassac, Chamkarmon, Phnom Penh","$2,450permonth",3,2.0,123,,Apartment,rent
1061," BKK 1, Chamkarmon, Phnom Penh","$1,800permonth",,,,,Condo,rent
1062,L’attrait Boeung Keng Kang,"$1,500permonth",1,1.0,50,,Condo,rent
1063,"Tonle Bassac, Chamkarmon, Phnom Penh","$2,000permonth",3,4.0,260,161.0,Link,rent
1064,"Tonle Bassac, Chamkarmon, Phnom Penh","$2,000permonth",4,3.0,,,Villa,rent
1065,"Tonle Bassac, Chamkarmon, Phnom Penh","$2,200permonth",3,4.0,260,161.0,Link,rent
1066,"BKK 1, Chamkarmon, Phnom Penh","$1,800permonth",2,2.0,100,,Apartment,rent
1067,"Tonle Bassac, Chamkarmon, Phnom Penh","$3,500permonth",4,5.0,440,275.0,Villa,rent
1068," Svay Dankum, Siem Reap, Siem Reap",$400permonth,2,1.0,,,Apartment,rent
1069,"Tonle Bassac, Chamkarmon, Phnom Penh","$3,500permonth",4,5.0,440,,Villa,rent
1070,"Sala Kamraeuk, Siem Reap, Siem Reap",$530permonth,1,1.0,,,Apartment,rent
1071,"Boeung Kak 2, Toul Kork, Phnom Penh",$750permonth,1,1.0,66,,Apartment,rent
1072," Sla Kram, Siem Reap, Siem Reap",$400permonth,2,2.0,,,House,rent
1073," Svay Dankum, Siem Reap, Siem Reap",$600permonth,8,9.0,,,House,rent
1074,"Tonle Bassac, Chamkarmon, Phnom Penh","$2,100permonth",3,2.0,115,,Apartment,rent
1075,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,050permonth",,1.0,40,,Apartment,rent
1076,"BKK 1, Chamkarmon, Phnom Penh","$1,000permonth",2,2.0,160,,Apartment,rent
1077,"BKK 1, Chamkarmon, Phnom Penh",$600permonth,1,1.0,58,,Apartment,rent
1078,"Boeung Prolit, 7 Makara, Phnom Penh",$700permonth,1,1.0,80,,Apartment,rent
1079,"Boeung Prolit, 7 Makara, Phnom Penh","$1,100permonth",2,2.0,120,,Apartment,rent
1080," Chey Chumneah, Daun Penh, Phnom Penh","$1,500permonth",1,1.0,80,95.0,Apartment,rent
1081,"Chey Chumneah, Daun Penh, Phnom Penh",$700permonth,2,2.0,65,,Apartment,rent
1082,"Boeung Kak 1, Toul Kork, Phnom Penh","$1,700permonth",2,3.0,74,,Apartment,rent
1083,"Boeung Kak 1, Toul Kork, Phnom Penh",$850permonth,1,1.0,75,,Apartment,rent
1084," BKK 1, Chamkarmon, Phnom Penh","$1,500permonth",2,1.0,95,150.0,Apartment,rent
1085,"Boeung Trabek, Chamkarmon, Phnom Penh",$950permonth,3,2.0,171,,Apartment,rent
1086,"Srah Chak, Daun Penh, Phnom Penh",$700permonth,1,1.0,49,,Apartment,rent
1087,"Boeung Trabek, Chamkarmon, Phnom Penh","$2,300permonth",5,6.0,,337.0,Villa,rent
1088,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$350permonth,,1.0,40,,Apartment,rent
1089,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$500permonth,2,2.0,90,,Apartment,rent
1090,"Tumnob Tuek, Chamkarmon, Phnom Penh",$280permonth,,1.0,23,,Apartment,rent
1091,"BKK 2, Chamkarmon, Phnom Penh","$3,000permonth",4,5.0,160,,Apartment,rent
1092,"Srah Chak, Daun Penh, Phnom Penh","$3,200permonth",3,2.0,190,,Apartment,rent
1093,"Srah Chak, Daun Penh, Phnom Penh",$950permonth,2,2.0,85,,Apartment,rent
1094," Svay Dankum, Siem Reap, Siem Reap",$450permonth,1,1.0,,,Apartment,rent
1095," Tonle Bassac, Chamkarmon, Phnom Penh","$4,500permonth",4,5.0,450,330.0,Villa,rent
1096,"Tonle Bassac, Chamkarmon, Phnom Penh","$2,700permonth",3,4.0,,320.0,Villa,rent
1097," Svay Dankum, Siem Reap, Siem Reap",$550permonth,1,1.0,,,Apartment,rent
1098," Svay Dankum, Siem Reap, Siem Reap",$450permonth,1,1.0,,,Apartment,rent
1099," Svay Dankum, Siem Reap, Siem Reap",$650permonth,2,1.0,,,Apartment,rent
1100,"St368 St368, BKK 3, Chamkarmon, Phnom Penh",$850permonth,2,2.0,95,,Apartment,rent
1101," Sla Kram, Siem Reap, Siem Reap",$350permonth,4,5.0,80,100.0,House,rent
1102,"Tonle Bassac, Chamkarmon, Phnom Penh","$6,500permonth",6,7.0,,305.0,Villa,rent
1103,"BKK 1, Chamkarmon, Phnom Penh","$1,800permonth",3,2.0,100,,Apartment,rent
1104," Boeung Kak 2, Toul Kork, Phnom Penh","$2,800permonth",4,5.0,,800.0,Villa,rent
1105,"Phnom Penh Thmey, Sen Sok, Phnom Penh","$1,700permonth",4,5.0,252,,Villa,rent
1106,"BKK 2, Chamkarmon, Phnom Penh","$4,000permonth",3,4.0,200,,Penthouse,rent
1107,"BKK 1, Chamkarmon, Phnom Penh",$650permonth,1,1.0,70,,Apartment,rent
1108," Svay Dankum, Siem Reap, Siem Reap",$300permonth,1,1.0,,,Apartment,rent
1109," Svay Dankum, Siem Reap, Siem Reap",$400permonth,2,2.0,,,Apartment,rent
1110," Chreav, Siem Reap, Siem Reap",$400permonth,3,3.0,,,House,rent
1111," Boeung Kak 1, Toul Kork, Phnom Penh",$550permonth,1,1.0,45,60.0,Apartment,rent
1112," Tonle Bassac, Chamkarmon, Phnom Penh",$800permonth,2,1.0,65,80.0,Apartment,rent
1113,"BKK 1, Chamkarmon, Phnom Penh",$900permonth,2,1.0,81,,Apartment,rent
1114,"BKK 1, Chamkarmon, Phnom Penh","$2,700permonth",3,3.0,108,,Penthouse,rent
1115,"Boeung Prolit, 7 Makara, Phnom Penh","$1,000permonth",2,2.0,80,,Apartment,rent
1116," Sangkat Bei, Sihanoukville, Sihanoukville",$450permonth,1,1.0,43,,Apartment,rent
1117," Chakto Mukh, Daun Penh, Phnom Penh",$370permonth,1,1.0,50,,Apartment,rent
1118,"Boeung Prolit, 7 Makara, Phnom Penh",$900permonth,2,2.0,80,,Apartment,rent
1119,"BKK 1, Chamkarmon, Phnom Penh","$1,200permonth",2,2.0,85,,Apartment,rent
1120,"BKK 1, Chamkarmon, Phnom Penh",$850permonth,1,1.0,57,,Apartment,rent
1121,"BKK 1, Chamkarmon, Phnom Penh",$750permonth,1,1.0,45,,Apartment,rent
1122," BKK 1, Chamkarmon, Phnom Penh","$1,300permonth",1,1.0,113,,Apartment,rent
1123," BKK 1, Chamkarmon, Phnom Penh","$1,300permonth",1,1.0,77,,Apartment,rent
1124,"Tonle Bassac, Chamkarmon, Phnom Penh","$2,500permonth",4,5.0,250,303.0,Villa,rent
1125,"Srah Chak, Daun Penh, Phnom Penh","$2,800permonth",2,3.0,,330.0,Villa,rent
1126,"Boeung Kak 1, Toul Kork, Phnom Penh",$550permonth,1,1.0,70,,Apartment,rent
1127,"Boeung Kak 1, Toul Kork, Phnom Penh",$320permonth,,1.0,22,,Apartment,rent
1128,"BKK 3, Chamkarmon, Phnom Penh","$1,700permonth",3,3.0,220,375.0,Apartment,rent
1129,"Phsar Chas, Daun Penh, Phnom Penh","$1,500permonth",3,4.0,,330.0,Villa,rent
1130,"Srah Chak, Daun Penh, Phnom Penh",$450permonth,1,1.0,60,,Apartment,rent
1131,"BKK 1, Chamkarmon, Phnom Penh",$700permonth,2,2.0,100,,Apartment,rent
1132,"BKK 1, Chamkarmon, Phnom Penh","$6,500permonth",5,7.0,700,500.0,Villa,rent
1133,"Boeung Kak 1, Toul Kork, Phnom Penh","$1,500permonth",3,2.0,141,,Condo,rent
1134,"BKK 1, Chamkarmon, Phnom Penh",$650permonth,1,1.0,65,,Apartment,rent
1135,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$900permonth,2,2.0,,118.0,Apartment,rent
1136,"BKK 1, Chamkarmon, Phnom Penh",$800permonth,1,2.0,78,,Apartment,rent
1137,"BKK 1, Chamkarmon, Phnom Penh","$1,600permonth",2,2.0,105,,Apartment,rent
1138,"BKK 1, Chamkarmon, Phnom Penh","$2,600permonth",3,3.0,150,,Apartment,rent
1139,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$400permonth,2,1.0,45,,Apartment,rent
1140," Svay Dankum, Siem Reap, Siem Reap",$600permonth,,,,,Land,rent
1141,"BKK 1, Chamkarmon, Phnom Penh","$2,500permonth",3,3.0,200,600.0,Apartment,rent
1142,"BKK 1, Chamkarmon, Phnom Penh","$2,000permonth",4,5.0,220,600.0,Apartment,rent
1143," BKK 1, Chamkarmon, Phnom Penh","$6,300permonth",4,4.0,240,,Penthouse,rent
1144,"Kakap, Por Sen Chey, Phnom Penh","$3,500permonth",8,9.0,,280.0,Villa,rent
1145,"BKK 1, Chamkarmon, Phnom Penh","$5,000permonth",4,5.0,313,,Villa,rent
1146,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$250permonth,1,1.0,45,,Apartment,rent
1147," Sangkat Muoy, Sihanoukville, Sihanoukville",$400permonth,1,1.0,,40.0,Apartment,rent
1148,"Phsar Kandal I, Daun Penh, Phnom Penh",$850permonth,2,1.0,60,,Apartment,rent
1149,"Boeung Kak 1, Toul Kork, Phnom Penh","$1,000permonth",2,2.0,99,,Apartment,rent
1150," Toul Tum Poung 1, Chamkarmon, Phnom Penh",$550permonth,1,1.0,64,,Apartment,rent
1151," Toul Tum Poung 1, Chamkarmon, Phnom Penh",$500permonth,1,1.0,50,,Apartment,rent
1152," Chak Angrae Leu, Meanchey, Phnom Penh",$650permonth,1,1.0,60,,Condo,rent
1153,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,680permonth",2,2.0,101,,Apartment,rent
1154,"BKK 3, Chamkarmon, Phnom Penh","$1,900permonth",3,2.0,220,,Apartment,rent
1155,"BKK 1, Chamkarmon, Phnom Penh",$500permonth,1,1.0,40,,Apartment,rent
1156," Boeung Trabek, Chamkarmon, Phnom Penh",$900permonth,2,1.0,65,50.0,Apartment,rent
1157," BKK 3, Chamkarmon, Phnom Penh",$500permonth,1,1.0,45,50.0,Apartment,rent
1158,"BKK 1, Chamkarmon, Phnom Penh","$2,100permonth",3,3.0,148,,Apartment,rent
1159," Boeng Reang, Daun Penh, Phnom Penh",$700permonth,1,1.0,,,Apartment,rent
1160," Boeung Prolit, 7 Makara, Phnom Penh","$3,000permonth",3,3.0,280,,Apartment,rent
1161," Sala Kamraeuk, Siem Reap, Siem Reap",$350permonth,,,,,Apartment,rent
1162," BKK 1, Chamkarmon, Phnom Penh","$1,200permonth",2,2.0,,,Apartment,rent
1163," Sla Kram, Siem Reap, Siem Reap",$800permonth,4,4.0,,,Apartment,rent
1164,"BKK 1, Chamkarmon, Phnom Penh","$1,320permonth",1,1.0,55,,Apartment,rent
1165,"BKK 1, Chamkarmon, Phnom Penh",$880permonth,,1.0,37,,Apartment,rent
1166," Kouk Chak, Siem Reap, Siem Reap",$380permonth,1,1.0,,,Apartment,rent
1167,"BKK 1, Chamkarmon, Phnom Penh","$2,640permonth",2,2.0,113,,Apartment,rent
1168," BKK 1, Chamkarmon, Phnom Penh",$650permonth,1,1.0,,,Apartment,rent
1169," BKK 2, Chamkarmon, Phnom Penh",$700permonth,2,1.0,,,Apartment,rent
1170,"BKK 1, Chamkarmon, Phnom Penh","$1,650permonth",2,2.0,125,,Apartment,rent
1171," Sala Kamraeuk, Siem Reap, Siem Reap",$650permonth,2,3.0,,,Apartment,rent
1172," Boeung Tumpun 2, Meanchey, Phnom Penh",$450permonth,1,1.0,,,Apartment,rent
1173," Svay Dankum, Siem Reap, Siem Reap",$600permonth,2,2.0,,,Apartment,rent
1174," BKK 1, Chamkarmon, Phnom Penh","$1,200permonth",2,2.0,,,Condo,rent
1175," Toul Tum Poung 1, Chamkarmon, Phnom Penh",$600permonth,1,1.0,,,Apartment,rent
1176," Tonle Bassac, Chamkarmon, Phnom Penh","$1,500permonth",3,3.0,90,,Apartment,rent
1177," Svay Dankum, Siem Reap, Siem Reap",$650permonth,2,2.0,,,Apartment,rent
1178,LZ Sea View Residences,$400permonth,1,1.0,43,,Condo,rent
1179," Sla Kram, Siem Reap, Siem Reap",$550permonth,2,2.0,,,Apartment,rent
1180," Svay Dankum, Siem Reap, Siem Reap",$650permonth,2,2.0,,,Apartment,rent
1181,"Samrong Tong, Samraong Tong, Kampong Speu",$200permonth,2,2.0,72,,House,rent
1182,"Sla Kram, Siem Reap, Siem Reap",$350permonth,1,1.0,,,Apartment,rent
1183," Svay Dankum, Siem Reap, Siem Reap","$1,200permonth",7,7.0,,,House,rent
1184," Svay Dankum, Siem Reap, Siem Reap",$250permonth,3,3.0,,,House,rent
1185,"Svay Dankum, Siem Reap, Siem Reap",$700permonth,,,,,Villa,rent
1186,"0 0, Sala Kamraeuk, Siem Reap, Siem Reap",$530permonth,1,1.0,50,,Apartment,rent
1187,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$800permonth,2,2.0,,,Apartment,rent
1188,"Svay Dankum, Siem Reap, Siem Reap","$1,000permonth",2,3.0,,,Apartment,rent
1189,"Toul Svay Prey 1, Chamkarmon, Phnom Penh",$900permonth,2,2.0,,,Apartment,rent
1190,"Tonle Bassac, Chamkarmon, Phnom Penh",$850permonth,2,2.0,,,Apartment,rent
1191,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,200permonth",,,,,Condo,rent
1192,"Tonle Bassac, Chamkarmon, Phnom Penh","$6,300permonth",,,,,Condo,rent
1193,"Tonle Bassac, Chamkarmon, Phnom Penh","$5,300permonth",,,,,Condo,rent
1194,"Tonle Bassac, Chamkarmon, Phnom Penh","$12,000permonth",,,,,Condo,rent
1195,De Castle Royal Condominium,$800permonth,1,1.0,74,,Serviced,rent
1196,"Tonle Bassac, Chamkarmon, Phnom Penh","$2,500permonth",2,2.0,123,,Condo,rent
1197,"Tonle Bassac, Chamkarmon, Phnom Penh","$2,100permonth",,,,,Condo,rent
1198,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,300permonth",,,,,Condo,rent
1199,"BKK 1, Chamkarmon, Phnom Penh","$3,500permonth",3,2.0,185,,Apartment,rent
1200,"BKK 1, Chamkarmon, Phnom Penh","$1,800permonth",2,2.0,128,,Apartment,rent
1201,"BKK 1, Chamkarmon, Phnom Penh",$850permonth,1,1.0,56,,Condo,rent
1202,"BKK 1, Chamkarmon, Phnom Penh","$1,400permonth",2,2.0,76,,Condo,rent
1203," Svay Dankum, Siem Reap, Siem Reap","$2,500permonth",,,,,Land,rent
1204,"Nirouth, Chbar Ampov, Phnom Penh","$4,500permonth",5,8.0,,519.0,Villa,rent
1205,"BKK 1, Chamkarmon, Phnom Penh","$1,300permonth",3,2.0,150,,Apartment,rent
1206," BKK 3, Chamkarmon, Phnom Penh","$8,000permonth",11,15.0,910,310.0,Villa,rent
1207,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$850permonth,1,1.0,55,,Apartment,rent
1208,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$850permonth,,1.0,49,,Apartment,rent
1209,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$750permonth,1,1.0,40,,Apartment,rent
1210,"Toul Svay Prey 1, Chamkarmon, Phnom Penh",$700permonth,2,2.0,110,,Apartment,rent
1211,"Toul Svay Prey 1, Chamkarmon, Phnom Penh",$550permonth,1,1.0,70,,Apartment,rent
1212,"Toul Svay Prey 2, Chamkarmon, Phnom Penh","$3,800permonth",5,7.0,,,Villa,rent
1213," Sala Kamraeuk, Siem Reap, Siem Reap",$380permonth,2,1.0,,,Apartment,rent
1214," BKK 1, Chamkarmon, Phnom Penh",$750permonth,1,1.0,,,Apartment,rent
1215," Sala Kamraeuk, Siem Reap, Siem Reap",$460permonth,2,2.0,,,Apartment,rent
1216,"BKK 1, Chamkarmon, Phnom Penh","$1,100permonth",1,2.0,120,,Apartment,rent
1217,"Boeung Kak 1, Toul Kork, Phnom Penh",$450permonth,1,1.0,,,Apartment,rent
1218,"BKK 1, Chamkarmon, Phnom Penh","$1,600permonth",2,2.0,190,,Apartment,rent
1219,"Tonle Bassac, Chamkarmon, Phnom Penh",$550permonth,1,1.0,,,Studio,rent
1220,"Boeung Kak 2, Toul Kork, Phnom Penh","$3,500permonth",7,8.0,,,Villa,rent
1221,"BKK 3, Chamkarmon, Phnom Penh","$5,000permonth",6,6.0,,475.0,Villa,rent
1222,"BKK 1, Chamkarmon, Phnom Penh",$900permonth,1,2.0,,,Apartment,rent
1223,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,600permonth",2,2.0,,,Condo,rent
1224,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$550permonth,2,2.0,150,,Apartment,rent
1225," Svay Dankum, Siem Reap, Siem Reap",$850permonth,4,5.0,,,House,rent
1226,"BKK 1, Chamkarmon, Phnom Penh","$1,000permonth",2,2.0,94,,Apartment,rent
1227,"BKK 1, Chamkarmon, Phnom Penh",$500permonth,,1.0,54,,Apartment,rent
1228," Svay Dankum, Siem Reap, Siem Reap",$350permonth,1,2.0,,,House,rent
1229,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$700permonth,3,2.0,150,,Apartment,rent
1230," Phnom Penh Thmey, Sen Sok, Phnom Penh","$1,300permonth",4,5.0,,,Twin,rent
1231,"Tonle Bassac, Chamkarmon, Phnom Penh","$2,200permonth",4,5.0,400,350.0,Villa,rent
1232," Phnom Penh Thmey, Sen Sok, Phnom Penh","$1,500permonth",4,5.0,,,Twin,rent
1233,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$550permonth,2,2.0,84,,Apartment,rent
1234," BKK 1, Chamkarmon, Phnom Penh",$650permonth,1,1.0,,,Studio,rent
1235," Boeung Kak 1, Toul Kork, Phnom Penh",$400permonth,1,1.0,,,Studio,rent
1236," BKK 1, Chamkarmon, Phnom Penh","$1,400permonth",2,2.0,,,Apartment,rent
1237,"Chroy Changvar, Chroy Changvar, Phnom Penh","$1,590permonth",1,1.0,95,,Apartment,rent
1238,"BKK 1, Chamkarmon, Phnom Penh",$450permonth,1,1.0,40,,Apartment,rent
1239,"Svay Dankum, Siem Reap, Siem Reap","$1,500permonth",4,4.0,,,Villa,rent
1240,"Chakto Mukh, Daun Penh, Phnom Penh",$400permonth,1,1.0,38,,Apartment,rent
1241,"Phsar Thmei III, Daun Penh, Phnom Penh","$2,500permonth",12,14.0,,,Shophouse,rent
